Disease,Symptoms,Description,Doctor Specialist,Weight
Migraine," acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  headache,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  stiff_neck,  depression,  irritability,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  depression,  irritability,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  irritability,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  visual_disturbances","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability","A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",Dermatologist,3
Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,123
Cervical spondylosis," back_pain,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Cervical spondylosis," weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,123
Cervical spondylosis," back_pain,  neck_pain,  dizziness,  loss_of_balance","Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",Dermatologist,7
Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",Dermatologist,121
Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",Dermatologist,121
Paralysis (brain hemorrhage)," headache,  weakness_of_one_body_side,  altered_sensorium","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",Dermatologist,45
Paralysis (brain hemorrhage)," vomiting,  weakness_of_one_body_side,  altered_sensorium","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",Dermatologist,121
Paralysis (brain hemorrhage)," vomiting,  headache,  altered_sensorium","Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",Dermatologist,121
